"trialId","answer","correctAnswer","pid"
"area_chart-describe_trend_or_correlation-food_and_agriculture","Production fluctuated with no consistent trend.","Production fluctuated with no consistent trend.","p14"
"area_chart-identify_range-economy","[961, 961]","[961, 961]","p14"
"area_chart-locate_value-weather_and_climate","Day 11","Day 11","p14"
"area_chart-retrieve_value-education","6953","6953","p14"
"bar_chart-identify_range-politics","[1941, 9918]","[1941, 9918]","p14"
"bar_chart-locate_value-innovation","Renewable Energy","Renewable Energy","p14"
"bar_chart-make_comparisons-politics","Socialist","Socialist","p14"
"bar_chart-retrieve_value-food_and_agriculture","625","625","p14"
"bubble_chart-describe_trend_or_correlation-food_and_agriculture","Crops with the highest production always have the highest profit.","There is no clear trend or correlation between production and profit.","p14"
"bubble_chart-identify_range-economy","[217, 625]","[217, 625]","p14"
"bubble_chart-locate_value-energy_and_environment","Hestoria","Hestoria","p14"
"bubble_chart-make_comparisons-energy_and_environment","Grevia","Grevia","p14"
"bubble_chart-retrieve_value-health","134","134","p14"
"bubble_chart_with_cluster-identify_clusters-population_and_demography","City 1, City 2, City 3, and City 4","City 1, City 2, City 3, and City 4","p14"
"bubble_chart_with_outlier-identify_anomalies-economy","Country A","Country A","p14"
"choropleth_map-locate_value-education","New York","New York","p14"
"choropleth_map-make_comparisons-politics","Michigan","Michigan","p14"
"choropleth_map-retrieve_value-economy","99708","99708","p14"
"histogram-locate_value-economy","$55,000","$82,000","p14"
"histogram-make_comparisons-health","150-159","150-159","p14"
"histogram-retrieve_value-health","222","222","p14"
"line_chart-describe_trend_or_correlation-economy","A cyclical pattern with regular intervals of peaks and troughs.","No clear trend or correlation in GDP growth rates over the years.","p14"
"line_chart-estimate_the_difference_between_two_values_of_the_same_type-politics","36","36","p14"
"line_chart-identify_range-economy","[1, 10]","[1, 10]","p14"
"line_chart-locate_value-economy","2003","2003","p14"
"line_chart-retrieve_value-innovation","710","710","p14"
"pie_chart-locate_value-economy","Construction","Construction","p14"
"pie_chart-make_comparisons-health","Diet has a greater percentage allocation than Hydration.","Diet has a greater percentage allocation than Hydration.","p14"
"pie_chart-retrieve_value-innovation","25%","25%","p14"
"scatterplot-describe_trend_or_correlation-food_and_agriculture","A moderate positive correlation","A strong negative correlation","p14"
"scatterplot-identify_range-innovation","[106, 200]","[106, 200]","p14"
"scatterplot-locate_value-weather_and_climate","Temperature 100°F, Humidity 72%","Temperature 100°F, Humidity 72%","p14"
"scatterplot-make_comparisons-weather_and_climate","90-100°F","90-100°F","p14"
"scatterplot-retrieve_value-weather_and_climate","72%","72%","p14"
"scatterplot_with_cluster-identify_clusters-population_and_demography","Around 3500 Population and 50 Median Age","Around 3500 Population and 50 Median Age","p14"
"scatterplot_with_outlier-identify_anomalies-weather_and_climate","Temperature at 109°F and Humidity at 96%","Temperature at 109°F and Humidity at 96%","p14"
"stacked_area_chart-describe_trend_or_correlation-politics","The Conservative party received the most votes every year.","No clear trend or correlation in votes is observed across the parties over the years.","p14"
"stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-politics","1.8","1.8","p14"
"stacked_area_chart-locate_value-health","2018","2018","p14"
"stacked_area_chart-make_comparisons-politics","Green Party","Libertarian Party","p14"
"stacked_area_chart-retrieve_value-food_and_agriculture","47","62","p14"
"stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-food_and_agriculture","2.5","2.5","p14"
"stacked_bar_chart-locate_value-population_and_demography","Region G, Age Group 25-54","Region G, Age Group 25-54","p14"
"stacked_bar_chart-make_comparisons-economy","Agriculture","Technology","p14"
"stacked_bar_chart-retrieve_value-education","300","192","p14"
"tree_map-identify_the_hierarchical_structure-health","Neurology","Neurology","p14"
"tree_map-locate_value-economy","Livestock","Livestock","p14"
"tree_map-retrieve_value-education","20%","20%","p14"
"100_percent_stacked_bar_chart-locate_value-food_and_agriculture","Dairy in 2021","Vegetables in 2020","p53"
"100_percent_stacked_bar_chart-make_comparisons-food_and_agriculture","Vegetables","Vegetables","p53"
"100_percent_stacked_bar_chart-retrieve_value-politics","35%","42%","p53"
"area_chart-describe_trend_or_correlation-economy","The GDP remains constant over the years.","The GDP remains constant over the years.","p53"
"area_chart-identify_range-energy_and_environment","[138, 961]","[138, 961]","p53"
"area_chart-locate_value-health","217 patients","217 patients","p53"
"area_chart-retrieve_value-politics","328","328","p53"
"bar_chart-identify_range-energy_and_environment","[113, 405]","[113, 405]","p53"
"bar_chart-locate_value-economy","Manufacturing","Manufacturing","p53"
"bar_chart-make_comparisons-health","Tuberculosis has more reported cases than Asthma.","Tuberculosis has more reported cases than Asthma.","p53"
"bar_chart-retrieve_value-economy","405","405","p53"
"bubble_chart-describe_trend_or_correlation-education","There is no clear trend or correlation between the average test score and the number of students.","There is no clear trend or correlation between the average test score and the number of students.","p53"
"bubble_chart-identify_range-energy_and_environment","[100,000, 130,000]","[100,098, 129,332]","p53"
"bubble_chart-locate_value-population_and_demography","Gotham","Gotham","p53"
"bubble_chart-make_comparisons-energy_and_environment","Grevia","Grevia","p53"
"bubble_chart-retrieve_value-economy","12 million","7 million","p53"
"bubble_chart_with_cluster-identify_clusters-population_and_demography","City 5, City 6, and City 7","City 1, City 2, City 3, and City 4","p53"
"bubble_chart_with_outlier-identify_anomalies-education","School A","School A","p53"
"choropleth_map-make_comparisons-economy","Florida","Florida","p53"
"choropleth_map-retrieve_value-health","1994","1994","p53"
"histogram-locate_value-energy_and_environment","80 MWh","63 MWh","p53"
"histogram-make_comparisons-economy","$50,000 bracket has more individuals","$50,000 bracket has more individuals","p53"
"histogram-retrieve_value-health","188","222","p53"
"line_chart-describe_trend_or_correlation-health","A cyclical pattern with regular intervals","No clear trend or correlation in heart rate","p53"
"line_chart-estimate_the_difference_between_two_values_of_the_same_type-politics","36","36","p53"
"line_chart-identify_range-economy","[1, 10]","[1, 10]","p53"
"line_chart-locate_value-economy","2015","2003","p53"
"line_chart-retrieve_value-politics","57","57","p53"
"pie_chart-locate_value-population_and_demography","Adults","Adults","p53"
"pie_chart-make_comparisons-innovation","Product Innovation has a larger share","Product Innovation has a larger share","p53"
"pie_chart-retrieve_value-politics","15%","15%","p53"
"scatterplot-describe_trend_or_correlation-politics","As Voter Turnout increases, Opposition Support decreases.","As Voter Turnout increases, Opposition Support decreases.","p53"
"scatterplot-identify_range-economy","[537, 1991]","[537, 1991]","p53"
"scatterplot-locate_value-food_and_agriculture","5 kg/ha","783 kg/ha","p53"
"scatterplot-make_comparisons-energy_and_environment","Energy Consumption over 400 MWh","Energy Consumption over 400 MWh","p53"
"scatterplot-retrieve_value-weather_and_climate","72%","72%","p53"
"scatterplot_with_cluster-identify_clusters-politics","Around the (50%, 50%) mark","Around the (50%, 50%) mark","p53"
"scatterplot_with_outlier-identify_anomalies-politics","Political Support at 51 and Opposition at 150","Political Support at 51 and Opposition at 150","p53"
"stacked_area_chart-describe_trend_or_correlation-education","Enrollment numbers show no clear trend and fluctuate for all education levels.","Enrollment numbers show no clear trend and fluctuate for all education levels.","p53"
"stacked_area_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-economy","0.7","0.7","p53"
"stacked_area_chart-locate_value-energy_and_environment","2000","2005","p53"
"stacked_area_chart-make_comparisons-health","Cardiovascular","Cardiovascular","p53"
"stacked_area_chart-retrieve_value-health","339","339","p53"
"stacked_bar_chart-estimate_the_ratio_of_one_value_to_another_value_of_the_same_type-innovation","2.0","2.0","p53"
"stacked_bar_chart-locate_value-food_and_agriculture","Millet in the West with 970 tons","Millet in the West with 970 tons","p53"
"stacked_bar_chart-make_comparisons-weather_and_climate","CityA","CityA","p53"
"stacked_bar_chart-retrieve_value-economy","492","492","p53"
"tree_map-identify_the_hierarchical_structure-politics","Foreign Policy","Foreign Policy","p53"
"tree_map-locate_value-food_and_agriculture","Lettuces","Lettuces","p53"
"tree_map-retrieve_value-education","20%","20%","p53"
"100_percent_stacked_bar_chart-locate_value-health","Seniors","Seniors","p34"
"100_percent_stacked_bar_chart-make_comparisons-innovation","Company A","Company A","p34"
"100_percent_stacked_bar_chart-retrieve_value-food_and_agriculture","19%","19%","p34"
"area_chart-describe_trend_or_correlation-weather_and_climate","The temperature shows an increasing trend initially and then stabilizes.","The temperature shows an increasing trend initially and then stabilizes.","p34"
"area_chart-identify_range-economy","[961, 961]","[961, 961]","p34"
"area_chart-locate_value-health","217 patients","217 patients","p34"
"area_chart-retrieve_value-health","99","99","p34"
"bar_chart-identify_range-education","[63, 167]","[63, 167]","p34"
"bar_chart-locate_value-politics","Pirate","Pirate","p34"
"bar_chart-make_comparisons-education","Engineering has more graduates.","Both programs have the same number of graduates.","p34"
"bar_chart-retrieve_value-politics","8817","8817","p34"
"bubble_chart-describe_trend_or_correlation-health","As age increases, systolic blood pressure decreases.","As age increases, systolic blood pressure decreases.","p34"
"bubble_chart-identify_range-population_and_demography","[39641, 95160]","[39641, 95160]","p34"
"bubble_chart-locate_value-weather_and_climate","Location C","Location C","p34"
"bubble_chart-make_comparisons-health","The patient aged 33 years","The patient aged 33 years","p34"
"bubble_chart-retrieve_value-economy","2 million","7 million","p34"
"bubble_chart_with_cluster-identify_clusters-population_and_demography","City 1, City 2, City 3, and City 4","City 1, City 2, City 3, and City 4","p34"
"bubble_chart_with_outlier-identify_anomalies-economy","Country A","Country A","p34"
"choropleth_map-locate_value-energy_and_environment","Maryland","Maryland","p34"
"choropleth_map-make_comparisons-education","Texas","Colorado","p34"
"choropleth_map-retrieve_value-innovation","550","475","p34"
"histogram-locate_value-education","120","107","p34"
"histogram-make_comparisons-economy","$50,000 bracket has more individuals","$50,000 bracket has more individuals","p34"
"histogram-retrieve_value-health","222","222","p34"
"line_chart-describe_trend_or_correlation-innovation","The Innovation Scores show a decreasing trend over the years.","The Innovation Scores show a decreasing trend over the years.","p34"
"line_chart-estimate_the_difference_between_two_values_of_the_same_type-population_and_demography","29457000","29457000","p34"
"line_chart-identify_range-food_and_agriculture","[138, 961]","[138, 961]","p34"
"line_chart-locate_value-health","Day 5","Day 5","p34"
"line_chart-retrieve_value-politics","57","57","p34"
"pie_chart-locate_value-economy","Construction","Construction","p34"
"pie_chart-make_comparisons-weather_and_climate","Tropical","Tropical","p34"
"pie_chart-retrieve_value-weather_and_climate","30%","30%","p34"
"scatterplot-describe_trend_or_correlation-food_and_agriculture","A moderate positive correlation","A strong negative correlation","p34"
"scatterplot-identify_range-weather_and_climate","[62°F, 100°F]","[62°F, 100°F]","p34"
"scatterplot-locate_value-energy_and_environment","355 MWh","355 MWh","p34"
